SAL_CODE_2021,SAL_NAME_2021,STATE_CODE_2021
30353,Bracken Ridge,3
30354,Braemeadows,3
30355,Braemore,3
30356,Bramston Beach,3
30357,Branch Creek,3
30358,Branchview,3
30359,Brandon,3
30360,Brandy Creek (Qld),3
30361,Branyan,3
30362,Brassall,3
30363,Bray Park (Qld),3
30364,Breadalbane (Qld),3
30365,Breakaway,3
30366,Breddan,3
30367,Brendale,3
30368,Bribie Island North,3
30369,Bridgeman Downs,3
30370,Bridges,3
30371,Brigalow,3
30372,Brightly,3
30373,Brighton (Qld),3
30374,Brightview,3
30375,Brigooda,3
30376,Bringalily,3
30377,Brinsmead,3
30378,Brisbane Airport,3
30379,Brisbane City,3
30380,Broadbeach,3
30381,Broadbeach Waters,3
30382,Broadmere,3
30383,Broadwater (Qld),3
30384,Broken River,3
30385,Bromelton,3
30386,Brookfield (Qld),3
30387,Brookhill,3
30388,Brooklands,3
30389,Brookstead,3
30390,Brookwater,3
30391,Brooloo,3
30392,Brooweena,3
30393,Broughton (Qld),3
30394,Brovinia,3
30395,Browns Plains (Qld),3
30396,Broxburn,3
30397,Brush Creek,3
30398,Bryden,3
30399,Brymaroo,3
30400,Buaraba,3
30401,Buaraba South,3
30402,Bucasia,3
30403,Bucca (Qld),3
30404,Buccan,3
30405,Buckingham (Qld),3
30406,Buckland (Qld),3
30407,Buddina,3
30408,Buderim,3
30409,Budgee,3
30410,Bukali,3
30411,Bulgun,3
30412,Bulimba,3
30413,Bullcamp,3
30414,Bulleringa,3
30415,Bulli Creek,3
30416,Bulloo Downs,3
30417,Bullyard,3
30418,Bulwer,3
30419,Bunburra,3
30420,Bundaberg Central,3
30421,Bundaberg East,3
30422,Bundaberg North,3
30423,Bundaberg South,3
30424,Bundaberg West,3
30425,Bundall,3
30426,Bundamba,3
30427,Bundi,3
30428,Bundoora (Qld),3
30429,Bungaban,3
30430,Bungadoo,3
30431,Bungalow,3
30432,Bungeworgorai,3
30433,Bungil (Qld),3
30434,Bungundarra,3
30435,Bungunya,3
30436,Bunjurgen,3
30437,Bunya,3
30438,Bunya Creek,3
30439,Bunya Mountains,3
30440,Burbank,3
30441,Burdell,3
30442,Burgowan,3
30443,Burketown,3
30444,Burleigh,3
30445,Burleigh Heads,3
30446,Burleigh Waters,3
30447,Burncluith,3
30448,Burnett Creek,3
30449,Burnett Heads,3
30450,Burnside (Qld),3
30451,Burpengary,3
30452,Burpengary East,3
30453,Burra Burri,3
30454,Burrar Islet,3
30455,Burrum Heads,3
30456,Burrum River,3
30457,Burrum Town,3
30458,Burton (Qld),3
30459,Burua,3
30460,Bushland Beach,3
30461,Bushley,3
30462,Butchers Creek,3
30463,Buxton (Qld),3
30464,Bybera,3
30465,Byee,3
30466,Byellee,3
30467,Byfield,3
30468,Bymount,3
30469,Byrnestown,3
30470,Cabarlah,3
30471,Caboolture,3
30472,Caboolture South,3
30473,Caboonbah,3
30474,Cadarga,3
30475,Caffey,3
30476,Cainbable,3
30477,Cairdbeign,3
30478,Cairns City,3
30479,Cairns North,3
30480,Calamvale,3
30481,Calavos,3
30482,Calcium,3
30483,Caldervale,3
30484,Calen,3
30485,Calgoa,3
30486,Calico Creek,3
30487,Calingunee,3
30488,Callandoon,3
30489,Callemondah,3
30490,Callide,3
30491,Calliope (Qld),3
30492,Caloundra,3
30493,Caloundra West,3
30494,Calvert (Qld),3
30495,Camboon (Qld),3
30496,Cambooya,3
30497,Cambridge (Qld),3
30498,Cambroon,3
30499,Cameby,3
30500,Cameron Corner,3
30501,Camira (Qld),3
30502,Camooweal,3
30503,Camp Creek (Qld),3
30504,Camp Hill,3
30505,Camp Mountain,3
30506,Campaspe,3
30507,Campbell Creek,3
30508,Campbells Pocket,3
30509,Campwin Beach,3
30510,Canaga,3
30511,Canal Creek,3
30512,Cania,3
30513,Canina,3
30514,Cannindah,3
30515,Canning Creek,3
30516,Canningvale,3
30517,Cannon Creek (Scenic Rim - Qld),3
30518,Cannon Creek (Southern Downs - Qld),3
30519,Cannon Hill,3
30520,Cannon Valley,3
30521,Cannonvale,3
30522,Canoona,3
30523,Canungra,3
30524,Capalaba,3
30525,Cape Cleveland,3
30526,Cape Conway,3
30527,Cape Gloucester,3
30528,Cape Hillsborough,3
30529,Cape Tribulation,3
30530,Capella,3
30531,Captain Creek,3
30532,Captains Mountain,3
30533,Caravonica,3
30534,Carbine Creek,3
30535,Carbrook,3
30536,Cardstone,3
30537,Cardwell,3
30538,Carina (Qld),3
30539,Carina Heights,3
30540,Carindale,3
30541,Carmila,3
30542,Carmoo,3
30543,Carnarvon Park,3
30544,Carneys Creek,3
30545,Carole Park,3
30546,Caroline Crossing,3
30547,Carpendale,3
30548,Carpentaria,3
30549,Carrandotta,3
30550,Carrara,3
30551,Carrington (Qld),3
30552,Carruchan,3
30553,Carseldine,3
30554,Carstairs,3
30555,Carters Ridge,3
30556,Cashmere,3
30557,Cassowary,3
30558,Castaways Beach,3
30559,Castle Creek (Qld),3
30560,Castle Hill (Qld),3
30561,Cattle Creek (North Burnett - Qld),3
30562,Cattle Creek (Toowoomba - Qld),3
30563,Causeway Lake,3
30564,Cawarral,3
30565,Cawdor (Qld),3
30566,Cecil Plains,3
30567,Cedar Creek (Logan - Qld),3
30568,Cedar Creek (Moreton Bay - Qld),3
30569,Cedar Grove,3
30570,Cedar Pocket,3
30571,Cedar Vale,3
30572,Cedarton,3
30573,Cement Mills,3
30574,Centenary Heights,3
30575,Ceratodus,3
30576,Chahpingah,3
30577,Chambers Flat,3
30578,Chances Plain,3
30579,Chandler (Qld),3
30580,Chapel Hill (Qld),3
30581,Charlestown (Qld),3
30582,Charleville,3
30583,Charlton (Qld),3
30584,Charlwood,3
30585,Charters Towers City,3
30586,Chatsworth (Qld),3
30587,Cheeseborough,3
30588,Chelmer,3
30589,Chelmsford,3
30590,Chelona,3
30591,Cheltenham (Qld),3
30592,Cherbourg,3
30593,Chermside,3
30594,Chermside West,3
30595,Cherry Creek,3
30596,Cherry Gully,3
30597,Cherwell,3
30598,Chevallum,3
30599,Chewko,3
30600,Childers (Qld),3
30601,Chillagoe,3
30602,Chinchilla,3
30603,Chinghee Creek,3
30604,Chirnside,3
30605,Christmas Creek,3
30606,Churchable,3
30607,Churchill (Qld),3
30608,Chuwar,3
30609,Cinnabar,3
30610,Clagiraba,3
30611,Clairview,3
30612,Clara Creek,3
30613,Claraville,3
30614,Clare (Qld),3
30615,Clarendon (Qld),3
30616,Clarke Creek,3
30617,Clayfield,3
30618,Clear Island Waters,3
30619,Clear Mountain,3
30620,Clemant,3
30621,Clermont,3
30622,Cleveland (Qld),3
30623,Clifford,3
30624,Clifton (Qld),3
30625,Clifton Beach (Qld),3
30626,Clinton (Qld),3
30627,Clintonvale,3
30628,Cloncurry,3
30629,Clontarf (Moreton Bay - Qld),3
30630,Clontarf (Toowoomba - Qld),3
30631,Closeburn,3
30632,Cloyna,3
30633,Cluden,3
30634,Clumber,3
30635,Coal Creek,3
30636,Coalbank,3
30637,Coalfalls,3
30638,Coalstoun Lakes,3
30639,Cobbs Hill,3
30640,Cobraball,3
30641,Cockatoo (Qld),3
30642,Coconuts,3
30643,Coen,3
30644,Coes Creek,3
30645,Coles Creek,3
30646,Colevale,3
30647,Coleyville,3
30648,Colinton (Qld),3
30649,Collaroy (Qld),3
30650,College View,3
30651,Collingwood Park (Qld),3
30652,Collinsville (Qld),3
30653,Colosseum,3
30654,Columbia,3
30655,Columboola,3
30656,Comet,3
30657,Commissioners Flat,3
30658,Como (Qld),3
30659,Comoon Loop,3
30660,Cona Creek,3
30661,Condamine,3
30662,Condamine Farms,3
30663,Condamine Plains,3
30664,Condon,3
30665,Conjuboy,3
30666,Conondale,3
30667,Consuelo,3
30668,Conway,3
30669,Conway Beach,3
30670,Coochiemudlo Island,3
30671,Coochin,3
30672,Coochin Creek,3
30673,Cooee Bay,3
30674,Cooeeimbardi,3
30675,Cooktown,3
30676,Coolabine,3
30677,Coolabunia,3
30678,Cooladdi,3
30679,Coolana,3
30680,Coolangatta (Qld),3
30681,Coolbie,3
30682,Coolmunda,3
30683,Cooloola,3
30684,Cooloola Cove,3
30685,Cooloolabin,3
30686,Coolum Beach,3
30687,Coombabah,3
30688,Coomera,3
30689,Coominglah,3
30690,Coominglah Forest,3
30691,Coominya,3
30692,Coomoo,3
30693,Coomrith,3
30694,Coonambula,3
30695,Coonarr,3
30696,Coondoo,3
30697,Coongoola,3
30698,Coopers Plains,3
30699,Coorada,3
30700,Cooran,3
30701,Cooranga,3
30702,Cooroibah,3
30703,Cooroo Lands,3
30704,Coorooman,3
30705,Cooroy,3
30706,Cooroy Mountain,3
30707,Coorparoo,3
30708,Coorumba,3
30709,Coorumbene,3
30710,Cootharaba,3
30711,Coowonga,3
30712,Cooya Beach,3
30713,Cooyar,3
30714,Coppabella (Qld),3
30715,Coquette Point,3
30716,Coral Cove,3
30717,Coral Sea,3
30718,Coralie,3
30719,Corbould Park,3
30720,Cordalba,3
30721,Cordelia,3
30722,Corella,3
30723,Corfield,3
30724,Corinda,3
30725,Coringa,3
30726,Corndale (Qld),3
30727,Cornubia,3
30728,Cornwall (Qld),3
30729,Cosgrove (Qld),3
30730,Cotherstone,3
30731,Cotswold Hills,3
30732,Cottonvale (Qld),3
30733,Coulson,3
30734,Coverty,3
30735,Cow Bay,3
30736,Cowan Cowan,3
30737,Cowley,3
30738,Cowley Beach,3
30739,Cowley Creek,3
30740,Cracow,3
30741,Craiglie,3
30742,Craignish,3
30743,Cranbrook (Qld),3
30744,Cranley,3
30745,Crawford,3
30746,Crediton,3
30747,Cremorne (Qld),3
30748,Cressbrook,3
30749,Cressbrook Creek,3
30750,Crestmead,3
30751,Crinum,3
30752,Croftby,3
30753,Crohamhurst,3
30754,Cromarty,3
30755,Crossdale,3
30756,Crossroads,3
30757,Crowley Vale,3
30758,Crownthorpe,3
30759,Crows Nest (Qld),3
30760,Croydon (Qld),3
30761,Cryna,3
30762,Crystal Brook (Qld),3
30763,Crystal Creek (Qld),3
30764,Crystalbrook,3
30765,Cullinane,3
30766,Cungulla,3
30767,Cunnamulla,3
30768,Cunningham (Qld),3
30769,Curra,3
30770,Currajah,3
30771,Currajong,3
30772,Curramore (Qld),3
30773,Currimundi,3
30774,Currumbin,3
30775,Currumbin Valley,3
30776,Currumbin Waters,3
30777,Curtis Island,3
30778,Cushnie,3
30779,Cutella,3
30780,Cuttaburra,3
30781,Cynthia,3
30782,Cypress Gardens,3
30783,D'Aguilar,3
30784,Dagmar,3
30785,Dagun,3
30786,Daintree,3
30787,Daisy Hill (Qld),3
30788,Dajarra,3
30789,Dakabin,3
30790,Dakenba,3
30791,Dalbeg,3
30792,Dalby,3
30793,Dalcouth,3
30794,Dalga,3
30795,Dallarnil,3
30796,Dalma,3
30797,Dalrymple Creek,3
30798,Dalrymple Heights,3
30799,Dalveen,3
30800,Dalwogon,3
30801,Dalysford,3
30802,Damascus,3
30803,Damper Creek,3
30804,Danbulla,3
30805,Danderoo,3
30806,Dangore,3
30807,Daradgee,3
30808,Dargal Road,3
30809,Darling Heights,3
30810,Darlington (Qld),3
30811,Darr Creek,3
30812,Darra,3
30813,Darts Creek,3
30814,Dauan Island,3
30815,Daveson,3
30816,Dayboro,3
30817,Daymar,3
30818,Deagon,3
30819,Deception Bay,3
30820,Dedin,3
30821,Deebing Heights,3
30822,Deep Creek (Qld),3
30823,Deepwater (Qld),3
30824,Deeragun,3
30825,Deeral,3
30826,Degarra,3
30827,Degilbo,3
30828,Delan,3
30829,Delaneys Creek,3
30830,Depot Hill,3
30831,Derri Derra,3
30832,Derrymore,3
30833,Desailly,3
30834,Deuchar,3
30835,Devereux Creek,3
30836,Devon Park (Qld),3
30837,Diamantina Lakes,3
30838,Diamond Valley,3
30839,Diamondvale,3
30840,Diamondy,3
30841,Dicky Beach,3
30842,Didcot,3
30843,Diddillibah,3
30844,Diglum,3
30845,Dimbulah,3
30846,Dingo,3
30847,Dingo Beach,3
30848,Dingo Pocket,3
30849,Dinmore,3
30850,Dirnbir,3
30851,Dirranbandi,3
30852,Dittmer,3
30853,Diwan,3
30854,Dixalea,3
30855,Dixie (Qld),3
30856,Djarawong,3
30857,Djiru,3
30858,Djuan,3
30859,Doctor Creek,3
30860,Dolphin Heads,3
30861,Domville,3
30862,Donnybrook (Qld),3
30863,Doolandella,3
30864,Doolbi,3
30865,Doomadgee,3
30866,Doonan,3
30867,Doongul,3
30868,Dotswood,3
30869,Doughboy,3
30870,Douglas (Toowoomba - Qld),3
30871,Douglas (Townsville - Qld),3
30872,Dowar Islet,3
30873,Downsfield,3
30874,Dows Creek,3
30875,Draper,3
30876,Drayton,3
30877,Drewvale,3
30878,Drillham,3
30879,Drillham South,3
30880,Drinan,3
30881,Dromedary (Qld),3
30882,Duaringa,3
30883,Duchess,3
30884,Duckinwilla,3
30885,Ducklo,3
30886,Dugandan,3
30887,Duingal,3
30888,Dulacca,3
30889,Dulong,3
30890,Dululu,3
30891,Dumbleton,3
30892,Dumgree,3
30893,Dumpy Creek,3
30894,Dundarrah,3
30895,Dundas (Qld),3
30896,Dundathu,3
30897,Dundowran,3
30898,Dundowran Beach,3
30899,Dunk,3
30900,Dunkeld (Qld),3
30901,Dunmora,3
30902,Dunmore (Qld),3
30903,Dunnrock,3
30904,Dunwich,3
30905,Durack (Qld),3
30906,Durah,3
30907,Durham,3
30908,Durham Downs,3
30909,Durong,3
30910,Dutton Park,3
30911,Dutton River,3
30912,Dykehead,3
30913,Dysart (Qld),3
30914,Eagle Farm,3
30915,Eagleby,3
30916,Eaglefield,3
30917,Earlville,3
30918,East Barron,3
30919,East Brisbane,3
30920,East Cooyar,3
30921,East Creek,3
30922,East Deep Creek,3
30923,East End,3
30924,East Feluga,3
30925,East Greenmount,3
30926,East Haldon,3
30927,East Innisfail,3
30928,East Ipswich,3
30929,East Mackay,3
30930,East Nanango,3
30931,East Palmerston,3
30932,East Russell,3
30933,East Toowoomba,3
30934,East Trinity,3
30935,Eastern Heights,3
30936,Eaton (Qld),3
30937,Eatons Hill,3
30938,Ebbw Vale,3
30939,Ebenezer (Qld),3
30940,Edens Landing,3
30941,Edge Hill,3
30942,Edmonton,3
30943,Edward River,3
30944,Eerwah Vale,3
30945,Egypt,3
30946,Eidsvold,3
30947,Eidsvold East,3
30948,Eidsvold West,3
30949,Eight Mile Creek (Qld),3
30950,Eight Mile Plains,3
30951,Eimeo,3
30952,Einasleigh,3
30953,El Arish,3
30954,Elaman Creek,3
30955,Elanora,3
30956,Elbow Valley,3
30957,Electra,3
30958,Elgin (Qld),3
30959,Elgin Vale,3
30960,Eli Waters,3
30961,Elimbah,3
30962,Ellangowan (Qld),3
30963,Ellen Grove,3
30964,Ellerbeck,3
30965,Ellesmere,3
30966,Ellinjaa,3
30967,Ellinthorp,3
30968,Elliott (Qld),3
30969,Elliott Heads,3
30970,Ellis Beach,3
30971,Elphinstone (Isaac - Qld),3
30972,Elphinstone (Toowoomba - Qld),3
30973,Emerald (Qld),3
30974,Emu Creek (Qld),3
30975,Emu Park,3
30976,Emu Vale,3
30977,England Creek,3
30978,Enoggera,3
30979,Enoggera Reservoir,3
30980,Epsom (Qld),3
30981,Erakala,3
30982,Eromanga,3
30983,Erub Island,3
30984,Esk (Qld),3
30985,Eskdale (Qld),3
30986,Esmeralda,3
30987,Etna Creek,3
30988,Eton,3
30989,Etty Bay,3
30990,Eubenangee,3
30991,Eudlo,3
30992,Eukey,3
30993,Euleilah,3
30994,Eulo,3
30995,Eumamurrin,3
30996,Eumundi,3
30997,Eungella (Qld),3
30998,Eungella Dam,3
30999,Eungella Hinterland,3
31000,Euramo,3
31001,Eureka (Qld),3
31002,Eurella,3
31003,Eurimbula,3
31004,Eurombah,3
31005,Eurong,3
31006,Euthulla,3
31007,Evans Landing,3
31008,Evanslea,3
31009,Evelyn,3
31010,Evergreen,3
31011,Everton Hills,3
31012,Everton Park,3
31013,Fairdale,3
31014,Fairfield (Qld),3
31015,Fairney View,3
31016,Fairy Bower,3
31017,Fairyland,3
31018,Fairymead,3
31019,Farleigh,3
31020,Farnborough,3
31021,Farnsfield,3
31022,Farrars Creek,3
31023,Fassifern (Qld),3
31024,Fassifern Valley,3
31025,Federal (Qld),3
31026,Felton,3
31027,Felton South,3
31028,Feluga,3
31029,Ferney,3
31030,Fernvale (Qld),3
31031,Ferny Glen,3
31032,Ferny Grove,3
31033,Ferny Hills,3
31034,Ficks Crossing,3
31035,Fielding,3
31036,Fifteen Mile,3
31037,Fig Tree Pocket,3
31038,Finch Hatton,3
31039,Finlayvale,3
31040,Finnie,3
31041,Fisher (Qld),3
31042,Fishermans Pocket,3
31043,Fishery Falls,3
31044,Fitzgerald Creek,3
31045,Fitzgibbon,3
31046,Fitzroy Island,3
31047,Flagstone,3
31048,Flagstone Creek,3
31049,Flametree,3
31050,Flaxton,3
31051,Fletcher (Qld),3
31052,Fletcher Creek,3
31053,Fleurbaix,3
31054,Flinders View,3
31055,Flinton,3
31056,Florence Bay,3
31057,Flying Fish Point,3
31058,Flying Fox (Qld),3
31059,Fordsdale,3
31060,Foreshores,3
31061,Forest Creek,3
31062,Forest Glen (Qld),3
31063,Forest Hill (Qld),3
31064,Forest Lake,3
31065,Forest Ridge,3
31066,Forest Springs,3
31067,Forestdale,3
31068,Foresthome,3
31069,Forestvale,3
31070,Fork Lagoons,3
31071,Formartin,3
31072,Forrest Beach (Qld),3
31073,Forsayth,3
31074,Fortitude Valley,3
31075,Forty Mile,3
31076,Fossilbrook,3
31077,Foulden,3
31078,Four Ways,3
31079,Foxdale,3
31080,Frankfield,3
31081,Fraser Island,3
31082,Frazerview,3
31083,Fredericksfield,3
31084,Freestone,3
31085,Frenches Creek,3
31086,Frenchville,3
31087,Freshwater (Qld),3
31088,Freshwater Point,3
31089,Friday Pocket,3
31090,Fulham (Qld),3
31091,Gadgarra,3
31092,Gaeta,3
31093,Gailes,3
31094,Gainsford,3
31095,Gairloch,3
31096,Gamboola,3
31097,Gangalidda,3
31098,Garbutt,3
31099,Gargett,3
31100,Garnant,3
31101,Garners Beach,3
31102,Garradunga,3
31103,Garrawalt,3
31104,Gatton,3
31105,Gaven,3
31106,Gayndah,3
31107,Gaythorne,3
31108,Geebung,3
31109,Geham,3
31110,Gemini Mountains,3
31111,Georgetown (Qld),3
31112,Georgina (Qld),3
31113,Germantown (Qld),3
31114,Gheerulla,3
31115,Ghinghinda,3
31116,Gidya,3
31117,Gigoomgan,3
31118,Gilbert River,3
31119,Gilberton (Etheridge - Qld),3
31120,Gilberton (Gold Coast - Qld),3
31121,Gilla,3
31122,Gilldora,3
31123,Gilston,3
31124,Gin Gin (Qld),3
31125,Gindie,3
31126,Gindoran,3
31127,Ginoondan,3
31128,Girraween (Qld),3
31129,Giru,3
31130,Givelda,3
31131,Gladfield (Qld),3
31132,Gladstone Central,3
31133,Gladstone Harbour,3
31134,Glamorgan Vale,3
31135,Glan Devon,3
31136,Glanmire (Qld),3
31137,Glass House Mountains,3
31138,Glastonbury,3
31139,Glebe (Qld),3
31140,Glen Allyn,3
31141,Glen Aplin,3
31142,Glen Boughton,3
31143,Glen Cairn,3
31144,Glen Echo,3
31145,Glen Eden,3
31146,Glen Esk,3
31147,Glen Isla,3
31148,Glen Niven,3
31149,Glen Russell,3
31150,Glen Ruth,3
31151,Glenarbon,3
31152,Glenaubyn,3
31153,Glenaven,3
31154,Glenbar,3
31155,Glencoe (Qld),3
31156,Glendale (Qld),3
31157,Glenden,3
31158,Gleneagle,3
31159,Glenella,3
31160,Glenfern (Qld),3
31161,Glengallan,3
31162,Glenhaughton,3
31163,Glenlee (Qld),3
31164,Glenleigh,3
31165,Glenlogan,3
31166,Glenlyon (Qld),3
31167,Glenmoral,3
31168,Glenmorgan,3
31169,Glenorchy (Qld),3
31170,Glenore Grove,3
31171,Glenrae,3
31172,Glenrock (Qld),3
31173,Glenroy (Qld),3
31174,Glenvale,3
31175,Glenview,3
31176,Glenwood (Qld),3
31177,Godwin Beach,3
31178,Gogango,3
31179,Golden Beach (Qld),3
31180,Golden Fleece,3
31181,Goldfields,3
31182,Goldsborough (Qld),3
31183,Gooburrum,3
31184,Good Night,3
31185,Goodar,3
31186,Goodger,3
31187,Goodna,3
31188,Goodwood (Qld),3
31189,Googa Creek,3
31190,Goolboo,3
31191,Goolman,3
31192,Goomally,3
31193,Goombi,3
31194,Goomboorian,3
31195,Goombungee,3
31196,Goomburra,3
31197,Goomeri,3
31198,Goomeribong,3
31199,Goondi,3
31200,Goondi Bend,3
31201,Goondi Hill,3
31202,Goondiwindi,3
31203,Goorganga Creek,3
31204,Goorganga Plains,3
31205,Gooroolba,3
31206,Gootchie,3
31207,Goovigen,3
31208,Goowarra,3
31209,Goranba,3
31210,Gordon Park,3
31211,Gordonbrook,3
31212,Gordonstone,3
31213,Gordonvale,3
31214,Gore,3
31215,Gowrie Junction,3
31216,Gowrie Little Plain,3
31217,Gowrie Mountain,3
31218,Gowrie Station,3
31219,Gracemere,3
31220,Graceville,3
31221,Grahams Creek,3
31222,Granadilla,3
31223,Grand Secret,3
31224,Grandchester,3
31225,Grange (Qld),3
31226,Granite Vale,3
31227,Grantham,3
31228,Granville (Qld),3
31229,Grapetree,3
31230,Grassdale (Qld),3
31231,Grasstree Beach,3
31232,Grays Gate,3
31233,Great Sandy Strait,3
31234,Green Hill,3
31235,Green Island,3
31236,Greenbank,3
31237,Greenlake,3
31238,Greenlands (Qld),3
31239,Greenmount (Mackay - Qld),3
31240,Greenmount (Toowoomba - Qld),3
31241,Greens Creek (Qld),3
31242,Greenslopes,3
31243,Greenswamp,3
31244,Greenup,3
31245,Greenvale (Qld),3
31246,Greenview,3
31247,Greenwood (Qld),3
31248,Gregors Creek,3
31249,Gregory (Qld),3
31250,Gregory River (Bundaberg - Qld),3
31251,Gregory River (Whitsunday - Qld),3
31252,Greycliffe,3
31253,Greymare,3
31254,Griffin,3
31255,Groganville,3
31256,Groomsville,3
31257,Groper Creek,3
31258,Grosmont,3
31259,Grosvenor,3
31260,Guanaba,3
31261,Guijar Islet,3
31262,Gulf Of Carpentaria,3
31263,Gulliver,3
31264,Gulngai,3
31265,Guluguba,3
31266,Gumdale,3
31267,Gumlow,3
31268,Gumlu,3
31269,Gunalda,3
31270,Gundiah,3
31271,Gungaloon,3
31272,Gunnawarra,3
31273,Gunnewin,3
31274,Gunpowder,3
31275,Gunyarra,3
31276,Gurgeena,3
31277,Gurulmundi,3
31278,Guthalungra,3
31279,Gwambegwine,3
31280,Gympie,3
31281,Habana,3
31282,Haden,3
31283,Haigslea,3
31284,Hail Creek,3
31285,Haliday Bay,3
31286,Halifax,3
31287,Halliford,3
31288,Haly Creek,3
31289,Hamilton (Qld),3
31290,Hamilton Creek,3
31291,Hamilton Plains,3
31292,Hampden (Qld),3
31293,Hampton (Qld),3
31294,Hannaford,3
31295,Happy Valley (Qld),3
31296,Harlaxton,3
31297,Harlin,3
31298,Harrami,3
31299,Harriet,3
31300,Harristown,3
31301,Harrisville,3
31302,Hatton Vale,3
31303,Hawkins Creek,3
31304,Hawkwood,3
31305,Hawthorne,3
31306,Hay Point,3
31307,Hazeldean,3
31308,Hazledean,3
31309,Headington Hill,3
31310,Healy,3
31311,Heathwood,3
31312,Heatley,3
31313,Hebel,3
31314,Helens Hill,3
31315,Helensvale,3
31316,Helidon,3
31317,Helidon Spa,3
31318,Hemmant,3
31319,Hendon (Qld),3
31320,Hendra,3
31321,Herberton,3
31322,Heritage Park,3
31323,Hermit Park,3
31324,Herston,3
31325,Hervey Range,3
31326,Hibernia,3
31327,Hidden Valley (Qld),3
31328,Hideaway Bay,3
31329,Highbury (Qld),3
31330,Highfields (Qld),3
31331,Highgate Hill,3
31332,Highgrove,3
31333,Highland Park,3
31334,Highland Plains (Maranoa - Qld),3
31335,Highland Plains (Toowoomba - Qld),3
31336,Highvale,3
31337,Highworth,3
31338,Hillcrest (Qld),3
31339,Hillview,3
31340,Hinchinbrook (Qld),3
31341,Hirstglen,3
31342,Hivesville,3
31343,Hodgleigh,3
31344,Hodgson,3
31345,Hodgson Vale,3
31346,Holland Park,3
31347,Holland Park West,3
31348,Holloways Beach,3
31349,Hollywell,3
31350,Holmview,3
31351,Holroyd River,3
31352,Home Hill,3
31353,Homebush (Qld),3
31354,Homestead,3
31355,Hookswood,3
31356,Hope Island,3
31357,Hope Vale,3
31358,Hopeland (Qld),3
31359,Horn,3
31360,Horse Camp,3
31361,Horse Creek,3
31362,Horseshoe Bay,3
31363,Horseshoe Lagoon,3
31364,Horton,3
31365,Howard,3
31366,Howitt,3
31367,Hoya,3
31368,Hudson,3
31369,Hughenden,3
31370,Hull Heads,3
31371,Humboldt,3
31372,Humeburn,3
31373,Humphery,3
31374,Hunchy,3
31375,Hungerford (Qld),3
31376,Hurricane,3
31377,Hutton Creek,3
31378,Hyde Park (Qld),3
31379,Iama Island,3
31380,Idalia,3
31381,Ideraway,3
31382,Ilbilbie,3
31383,Ilfracombe,3
31384,Ilkley,3
31385,Illinbah,3
31386,Image Flat,3
31387,Imbil,3
31388,Inala,3
31389,Indooroopilly,3
31390,Ingham,3
31391,Inglestone,3
31392,Inglewood (Qld),3
31393,Ingoldsby,3
31394,Injinoo,3
31395,Injune,3
31396,Inkerman (Qld),3
31397,Innes Park,3
31398,Innisfail,3
31399,Innisfail Estate,3
31400,Innisplain,3
31401,Innot Hot Springs,3
31402,Inskip,3
31403,Inverlaw,3
31404,Inverness,3
31405,Ipswich,3
31406,Iredale,3
31407,Iron Range,3
31408,Ironbark (Qld),3
31409,Irongate,3
31410,Ironpot (Livingstone - Qld),3
31411,Ironpot (South Burnett - Qld),3
31412,Irvinebank,3
31413,Irvingdale,3
31414,Isis Central,3
31415,Isis River,3
31416,Isisford,3
31417,Isla,3
31418,Island Plantation,3
31419,Iveragh,3
31420,Ivory Creek,3
31421,Jackson,3
31422,Jackson North,3
31423,Jackson South,3
31424,Jacobs Well,3
31425,Jaffa,3
31426,Jaggan,3
31427,Jambin,3
31428,Jamboree Heights,3
31429,Jandowae,3
31430,Japoonvale,3
31431,Jardine,3
31432,Jardine River,3
31433,Jarra Creek,3
31434,Jarvisfield,3
31435,Jeebropilly,3
31436,Jellinbah,3
31437,Jensen,3
31438,Jericho (Qld),3
31439,Jerona,3
31440,Jimboomba,3
31441,Jimbour East,3
31442,Jimbour West,3
31443,Jimna,3
31444,Jindalee (Qld),3
31445,Jinghi,3
31446,Jobs Gate,3
31447,Johnsons Hill,3
31448,Johnstown,3
31449,Jollys Lookout,3
31450,Jondaryan,3
31451,Jones Gully,3
31452,Jones Hill,3
31453,Josephville,3
31454,Joskeleigh,3
31455,Joyner,3
31456,Jubilee Heights,3
31457,Jubilee Pocket,3
31458,Julago,3
31459,Julatten,3
31460,Julia Creek,3
31461,Junabee,3
31462,Junction View,3
31463,Jundah,3
31464,Kaban,3
31465,Kabra,3
31466,Kagaru,3
31467,Kaimkillenbun,3
31468,Kairabah,3
31469,Kairi,3
31470,Kalapa,3
31471,Kalbar,3
31472,Kalinga,3
31473,Kalkadoon,3
31474,Kalkie,3
31475,Kallangur,3
31476,Kalpowar,3
31477,Kalunga,3
31478,Kamerunga,3
31479,Kandanga,3
31480,Kandanga Creek,3
31481,Kangaroo Point (Qld),3
31482,Kanigan,3
31483,Kanimbla (Qld),3
31484,Kapaldo,3
31485,Karalee,3
31486,Karana Downs,3
31487,Karara,3
31488,Karawatha,3
31489,Karrabin,3
31490,Karragarra Island,3
31491,Karron,3
31492,Karumba,3
31493,Kawana,3
31494,Kawl Kawl,3
31495,Kawungan,3
31496,Kearneys Spring,3
31497,Kedron,3
31498,Kelsey Creek,3
31499,Kelso (Qld),3
31500,Kelvin Grove,3
