SAL_CODE_2021,SAL_NAME_2021,STATE_CODE_2021
13733,Sylvania Waters,1
13734,Tabbil Creek,1
13735,Tabbimoble,1
13736,Tabbita,1
13737,Table Top,1
13738,Tabulam,1
13739,Tacoma,1
13740,Tacoma South,1
13741,Tahlee,1
13742,Tahmoor,1
13743,Talarm,1
13744,Talawanta,1
13745,Talbingo,1
13746,Tallawang,1
13747,Tallawong,1
13748,Tallimba,1
13749,Tallong,1
13750,Tallowal,1
13751,Tallowwood Ridge,1
13752,Tallwood,1
13753,Tallwoods Village,1
13754,Talmalmo,1
13755,Talofa,1
13756,Taloumbi,1
13757,Tamarama,1
13758,Tamban,1
13759,Tambar Springs,1
13760,Tambaroora,1
13761,Taminda,1
13762,Tamworth,1
13763,Tanglewood,1
13764,Tanilba Bay,1
13765,Tanja,1
13766,Tannas Mount,1
13767,Tantangara,1
13768,Tantawangalo,1
13769,Tantonan,1
13770,Tapitallee,1
13771,Tara (NSW),1
13772,Taradale (NSW),1
13773,Tarago,1
13774,Taralga,1
13775,Tarana,1
13776,Tarban,1
13777,Tarbuck Bay,1
13778,Tarcutta,1
13779,Taree,1
13780,Taree South,1
13781,Taren Point,1
13782,Tarlo,1
13783,Tarraganda,1
13784,Tarrawanna,1
13785,Tarriaro,1
13786,Tarro,1
13787,Tascott,1
13788,Tatham,1
13789,Tathra,1
13790,Tatton,1
13791,Taylors Arm,1
13792,Taylors Beach (NSW),1
13793,Taylors Flat,1
13794,Tea Gardens,1
13795,Telarah,1
13796,Telegraph Point,1
13797,Telopea,1
13798,Temagog,1
13799,Temora,1
13800,Tempe,1
13801,Ten Mile Hollow,1
13802,Tenambit,1
13803,Tenandra,1
13804,Tennyson (NSW),1
13805,Tennyson Point,1
13806,Tenterden (NSW),1
13807,Tenterfield,1
13808,Teralba,1
13809,Terania Creek,1
13810,Terara,1
13811,Teridgerie,1
13812,Termeil,1
13813,Terrabella,1
13814,Terrace Creek,1
13815,Terragon,1
13816,Terramungamine,1
13817,Terranora,1
13818,Terreel,1
13819,Terrey Hills,1
13820,Terrigal,1
13821,Terry Hie Hie,1
13822,Teven,1
13823,Tewinga,1
13824,Texas (NSW),1
13825,Thalgarrah,1
13826,Tharbogang,1
13827,The Angle,1
13828,The Basin (NSW),1
13829,The Bight,1
13830,The Branch,1
13831,The Brothers,1
13832,The Channon,1
13833,The Devils Wilderness,1
13834,The Entrance,1
13835,The Entrance North,1
13836,The Freshwater,1
13837,The Gap (Richmond Valley - NSW),1
13838,The Gap (Wagga Wagga - NSW),1
13839,The Glen (NSW),1
13840,The Gulf,1
13841,The Hatch,1
13842,The Hill,1
13843,The Junction,1
13844,The Lagoon,1
13845,The Marra,1
13846,The Meadows,1
13847,The Oaks,1
13848,The Pilliga,1
13849,The Pinnacles,1
13850,The Pocket,1
13851,The Ponds,1
13852,The Ridgeway,1
13853,The Risk,1
13854,The Rock,1
13855,The Rocks (Bathurst Regional - NSW),1
13856,The Rocks (Sydney - NSW),1
13857,The Sandon,1
13858,The Slopes,1
13859,The Whiteman,1
13860,Theresa Creek (NSW),1
13861,Theresa Park,1
13862,Thirldene,1
13863,Thirlmere,1
13864,Thirroul,1
13865,Thora,1
13866,Thornleigh,1
13867,Thornton (NSW),1
13868,Thredbo,1
13869,Thrumster,1
13870,Thuddungra,1
13871,Thule,1
13872,Thumb Creek,1
13873,Thurgoona,1
13874,Thyra,1
13875,Tianjara,1
13876,Tibbuc,1
13877,Tibooburra,1
13878,Tichborne,1
13879,Tichular,1
13880,Tighes Hill,1
13881,Tilba Tilba,1
13882,Tilbuster,1
13883,Tilligerry Creek,1
13884,Tilpa,1
13885,Timbarra (NSW),1
13886,Timbillica,1
13887,Timbumburi,1
13888,Timor (NSW),1
13889,Tindarey,1
13890,Tinderry,1
13891,Tingha,1
13892,Tingira Heights,1
13893,Tinonee,1
13894,Tinpot,1
13895,Tintenbar,1
13896,Tintinhull,1
13897,Tiona,1
13898,Tipperary (NSW),1
13899,Tiri,1
13900,Tirrannaville,1
13901,Titaatee Creek,1
13902,Tocal,1
13903,Tocumwal,1
13904,Tolbar,1
13905,Tolland,1
13906,Tolwong,1
13907,Tomago,1
13908,Tomakin,1
13909,Tomalla,1
13910,Tombong,1
13911,Tomboye,1
13912,Tomerong,1
13913,Tomewin,1
13914,Tomingley,1
13915,Tomki,1
13916,Toms Creek,1
13917,Tonderburine,1
13918,Tongarra,1
13919,Toogong,1
13920,Tooleybuc,1
13921,Toolijooa,1
13922,Tooloom,1
13923,Tooloon,1
13924,Tooma,1
13925,Toongabbie (NSW),1
13926,Toongi,1
13927,Toonumbar,1
13928,Tooranie,1
13929,Tooraweenah,1
13930,Toormina,1
13931,Toorooka,1
13932,Toothdale,1
13933,Tootool,1
13934,Toowoon Bay,1
13935,Topi Topi,1
13936,Toronto,1
13937,Torrington (NSW),1
13938,Torryburn (Dungog - NSW),1
13939,Torryburn (Uralla - NSW),1
13940,Totnes Valley,1
13941,Tottenham (NSW),1
13942,Touga,1
13943,Toukley,1
13944,Towallum,1
13945,Towamba,1
13946,Townsend,1
13947,Towradgi,1
13948,Towrang,1
13949,Tralee,1
13950,Trangie,1
13951,Tregeagle,1
13952,Tregear,1
13953,Trenayr,1
13954,Trentham Cliffs,1
13955,Trewilga,1
13956,Triamble,1
13957,Triangle Flat,1
13958,Trundle,1
13959,Trungley Hall,1
13960,Trunkey Creek,1
13961,Tubbamurra,1
13962,Tubbul,1
13963,Tucabia,1
13964,Tucki Tucki,1
13965,Tuckombil,1
13966,Tuckurimba,1
13967,Tuena,1
13968,Tuggerah,1
13969,Tuggerawong,1
13970,Tugrabakh,1
13971,Tullakool,1
13972,Tullamore,1
13973,Tullarwalla,1
13974,Tullera,1
13975,Tullibigeal,1
13976,Tullimbar,1
13977,Tulloona,1
13978,Tullymorgan,1
13979,Tumbarumba,1
13980,Tumbi Umbi,1
13981,Tumblong,1
13982,Tumbulgum,1
13983,Tumorrama,1
13984,Tumut,1
13985,Tumut Plains,1
13986,Tuncester,1
13987,Tuncurry,1
13988,Tunglebung,1
13989,Tuntable Creek,1
13990,Tuppal,1
13991,Tura Beach,1
13992,Turill,1
13993,Turlinjah,1
13994,Turners Flat,1
13995,Turondale,1
13996,Tuross,1
13997,Tuross Head,1
13998,Turramurra,1
13999,Turrawan,1
14000,Turrella,1
14001,Turvey Park,1
14002,Tweed Heads,1
14003,Tweed Heads South,1
14004,Tweed Heads West,1
14005,Twelve Mile,1
14006,Twelve Mile Creek,1
14007,Twelve Mile Peg,1
14008,Twenty Forests,1
14009,Twin Rivers,1
14010,Two Mile Flat,1
14011,Tyagarah,1
14012,Tyalgum,1
14013,Tyalgum Creek,1
14014,Tygalgah,1
14015,Tyndale,1
14016,Tyringham,1
14017,Uarbry,1
14018,Uki,1
14019,Ulamambri,1
14020,Ulan,1
14021,Ulladulla,1
14022,Ulmarra,1
14023,Ulong,1
14024,Ultimo,1
14025,Umina Beach,1
14026,Unanderra,1
14027,Underbank,1
14028,Undercliffe,1
14029,Ungarie,1
14030,Unumgar,1
14031,Upper Allyn,1
14032,Upper Bingara,1
14033,Upper Burringbar,1
14034,Upper Bylong,1
14035,Upper Colo,1
14036,Upper Coopers Creek,1
14037,Upper Copmanhurst,1
14038,Upper Corindi,1
14039,Upper Crystal Creek,1
14040,Upper Dartbrook,1
14041,Upper Duck Creek,1
14042,Upper Duroby,1
14043,Upper Eden Creek,1
14044,Upper Fine Flower,1
14045,Upper Growee,1
14046,Upper Horseshoe Creek,1
14047,Upper Horton,1
14048,Upper Kangaroo River,1
14049,Upper Kangaroo Valley,1
14050,Upper Karuah River,1
14051,Upper Lansdowne,1
14052,Upper Macdonald,1
14053,Upper Main Arm,1
14054,Upper Mangrove,1
14055,Upper Manilla,1
14056,Upper Mongogarie,1
14057,Upper Myall,1
14058,Upper Nile,1
14059,Upper Orara,1
14060,Upper Pappinbarra,1
14061,Upper Rollands Plains,1
14062,Upper Rouchel,1
14063,Upper Taylors Arm,1
14064,Upper Tooloom,1
14065,Upper Turon,1
14066,Upper Wilsons Creek,1
14067,Upsalls Creek,1
14068,Uralba,1
14069,Uralla (NSW),1
14070,Urana,1
14071,Urangeline,1
14072,Urangeline East,1
14073,Uranquinty,1
14074,Urawilkie,1
14075,Urbenville,1
14076,Uriarra,1
14077,Urila,1
14078,Urliup,1
14079,Urunga,1
14080,Utungun,1
14081,Vacy,1
14082,Vale Of Clwydd,1
14083,Valentine,1
14084,Valery,1
14085,Valla,1
14086,Valla Beach,1
14087,Valley Heights,1
14088,Varroville,1
14089,Vaucluse,1
14090,Verges Creek,1
14091,Verona,1
14092,Villawood,1
14093,Vincentia,1
14094,Vineyard,1
14095,Violet Hill,1
14096,Vittoria (NSW),1
14097,Voyager Point,1
14098,Wadalba,1
14099,Wadbilliga,1
14100,Wadeville,1
14101,Wagga Wagga,1
14102,Wagstaffe,1
14103,Wahroonga,1
14104,Waitara,1
14105,Waitui,1
14106,Wakefield,1
14107,Wakeley,1
14108,Wakool,1
14109,Walang,1
14110,Walbundrie,1
14111,Walcha,1
14112,Walcha Road,1
14113,Waldegrave,1
14114,Walgett,1
14115,Walla Walla,1
14116,Wallabadah,1
14117,Wallabi Point,1
14118,Wallacetown,1
14119,Wallacia,1
14120,Wallaga Lake,1
14121,Wallagoot,1
14122,Wallalong,1
14123,Wallamore,1
14124,Wallanbah,1
14125,Wallangra,1
14126,Wallanthery,1
14127,Wallarah,1
14128,Wallaringa,1
14129,Wallarobba,1
14130,Wallaroo (NSW),1
14131,Wallendbeen,1
14132,Wallerawang,1
14133,Walleroobie,1
14134,Wallingat,1
14135,Wallis Lake,1
14136,Wallsend,1
14137,Walmer (NSW),1
14138,Wamban,1
14139,Wambangalang,1
14140,Wamberal,1
14141,Wamboin,1
14142,Wambool,1
14143,Wambrook,1
14144,Wanaaring,1
14145,Wandandian,1
14146,Wandella (NSW),1
14147,Wandera,1
14148,Wandook,1
14149,Wandsworth,1
14150,Wang Wauk,1
14151,Wanganella,1
14152,Wanganui,1
14153,Wangi Wangi,1
14154,Wantabadgery,1
14155,Wantagong,1
14156,Wantiool,1
14157,Wapengo,1
14158,Warabrook,1
14159,Waratah (NSW),1
14160,Waratah West,1
14161,Warburn,1
14162,Wardell,1
14163,Wardrop Valley,1
14164,Wards Mistake,1
14165,Wards River,1
14166,Wareemba,1
14167,Warialda,1
14168,Warialda Rail,1
14169,Warilla,1
14170,Warkworth,1
14171,Warners Bay,1
14172,Warnervale,1
14173,Warrabah,1
14174,Warraderry,1
14175,Warragai Creek,1
14176,Warragamba,1
14177,Warragoon,1
14178,Warrah,1
14179,Warrah Creek,1
14180,Warrah Ridge,1
14181,Warral,1
14182,Warranulla,1
14183,Warrawee,1
14184,Warrawidgee,1
14185,Warrawong,1
14186,Warrazambil Creek,1
14187,Warregah Island,1
14188,Warrell Creek,1
14189,Warren,1
14190,Warri,1
14191,Warriewood,1
14192,Warrimoo,1
14193,Warroo (NSW),1
14194,Warrumbungle,1
14195,Warwick Farm,1
14196,Washpool (Clarence Valley - NSW),1
14197,Washpool (Mid-Coast - NSW),1
14198,Watagan,1
14199,Watanobbi,1
14200,Waterfall,1
14201,Waterloo (NSW),1
14202,Watersleigh,1
14203,Waterview,1
14204,Waterview Heights,1
14205,Watsons Bay,1
14206,Watsons Creek (NSW),1
14207,Wattamolla,1
14208,Wattamondara,1
14209,Wattle Flat (NSW),1
14210,Wattle Grove (NSW),1
14211,Wattle Ponds,1
14212,Wattle Ridge (NSW),1
14213,Watton,1
14214,Wauchope,1
14215,Waugorah,1
14216,Waukivory,1
14217,Waverley (NSW),1
14218,Waverly,1
14219,Waverton,1
14220,Way Way,1
14221,Wayo,1
14222,Weabonga,1
14223,Wean,1
14224,Webbers Creek,1
14225,Webbs Creek,1
14226,Wedderburn (NSW),1
14227,Wee Jasper,1
14228,Wee Waa,1
14229,Weedallion,1
14230,Weemelah,1
14231,Weetaliba,1
14232,Weethalle,1
14233,Weilmoringle,1
14234,Weismantels,1
14235,Welaregang,1
14236,Welby,1
14237,Wellingrove,1
14238,Wellington (NSW),1
14239,Wellington Vale,1
14240,Wells Crossing,1
14241,Wendoree Park,1
14242,Wentworth (NSW),1
14243,Wentworth Falls,1
14244,Wentworth Point,1
14245,Wentworthville,1
14246,Werai,1
14247,Wereboldera,1
14248,Wermatong,1
14249,Werombi,1
14250,Werri Beach,1
14251,Werrikimbe,1
14252,Werrington,1
14253,Werrington County,1
14254,Werrington Downs,1
14255,Werris Creek,1
14256,West Albury,1
14257,West Ballina,1
14258,West Bathurst,1
14259,West Bungawalbin,1
14260,West Coraki,1
14261,West Gosford,1
14262,West Haven,1
14263,West Hoxton,1
14264,West Kempsey,1
14265,West Nowra,1
14266,West Pennant Hills,1
14267,West Pymble,1
14268,West Ryde,1
14269,West Tamworth,1
14270,West Wallsend,1
14271,West Wiangaree,1
14272,West Wollongong,1
14273,West Wyalong,1
14274,Westbrook (NSW),1
14275,Westdale (Snowy Valleys - NSW),1
14276,Westdale (Tamworth Regional - NSW),1
14277,Westleigh,1
14278,Westmead,1
14279,Weston (NSW),1
14280,Westwood (NSW),1
14281,Wetherill Park,1
14282,Wetuppa,1
14283,Whalan,1
14284,Whale Beach,1
14285,Wheeler Heights,1
14286,Wheeny Creek,1
14287,Wheeo,1
14288,Wherrol Flat,1
14289,Whian Whian,1
14290,Whiporie,1
14291,White Cliffs,1
14292,White Rock (NSW),1
14293,Whitebridge,1
14294,Whiteman Creek,1
14295,Whitlow,1
14296,Whittingham,1
14297,Whitton,1
14298,Whoota,1
14299,Wiagdon,1
14300,Wiangaree,1
14301,Wiarborough,1
14302,Wickham (NSW),1
14303,Widden,1
14304,Widgelli,1
14305,Wilberforce (NSW),1
14306,Wilbetree,1
14307,Wilcannia,1
14308,Wild Cattle Creek,1
14309,Wildes Meadow,1
14310,Wiley Park,1
14311,Willala,1
14312,Willawarrin,1
14313,Willbriggie,1
14314,Willi Willi,1
14315,Williamsdale,1
14316,Williamtown,1
14317,Willigobung,1
14318,Willina,1
14319,Willmot,1
14320,Willoughby (NSW),1
14321,Willoughby East,1
14322,Willow Tree,1
14323,Willow Vale (Kiama - NSW),1
14324,Willow Vale (Wingecarribee - NSW),1
14325,Willsons Downfall,1
14326,Willurah,1
14327,Wilpinjong,1
14328,Wilsons Creek,1
14329,Wilton (NSW),1
14330,Wimbledon,1
14331,Wimborne,1
14332,Winburndale,1
14333,Windale,1
14334,Windang,1
14335,Windella,1
14336,Windellama,1
14337,Windera (NSW),1
14338,Windermere (NSW),1
14339,Windermere Park,1
14340,Windeyer (NSW),1
14341,Windowie,1
14342,Windradyne,1
14343,Windsor (NSW),1
14344,Windsor Downs,1
14345,Windy,1
14346,Winegrove,1
14347,Wingadee,1
14348,Wingello,1
14349,Wingen,1
14350,Wingham,1
14351,Winifred,1
14352,Winmalee,1
14353,Winston Hills,1
14354,Winton (NSW),1
14355,Wirlinga,1
14356,Wirraba,1
14357,Wirragulla,1
14358,Wirrimah,1
14359,Wirrimbi,1
14360,Wirrinya,1
14361,Wisemans Creek,1
14362,Wisemans Ferry,1
14363,Wittitrin,1
14364,Wog Wog (Bega Valley - NSW),1
14365,Wog Wog (Queanbeyan-Palerang Regional - NSW),1
14366,Woko,1
14367,Wolgan Valley,1
14368,Wollangambe,1
14369,Wollar,1
14370,Wollemi,1
14371,Wolli Creek,1
14372,Wollogorang,1
14373,Wollombi,1
14374,Wollomombi,1
14375,Wollongbar,1
14376,Wollongong,1
14377,Wollstonecraft,1
14378,Wollumboola,1
14379,Wollun,1
14380,Wolumla,1
14381,Wombarra,1
14382,Wombat,1
14383,Wombat Creek (NSW),1
14384,Wombeyan Caves,1
14385,Womboota,1
14386,Womerah,1
14387,Wonboyn,1
14388,Wonboyn North,1
14389,Wondabyne,1
14390,Wondalga,1
14391,Wongarbon,1
14392,Wongawilli,1
14393,Wongo Creek,1
14394,Wongwibinda,1
14395,Woodberry,1
14396,Woodbine (NSW),1
14397,Woodburn (Richmond Valley - NSW),1
14398,Woodburn (Shoalhaven - NSW),1
14399,Woodcroft (NSW),1
14400,Woodenbong,1
14401,Woodford (NSW),1
14402,Woodford Island,1
14403,Woodhill (NSW),1
14404,Woodhouselee,1
14405,Woodlands (Eurobodalla - NSW),1
14406,Woodlands (Wingecarribee - NSW),1
14407,Woodlawn,1
14408,Woodpark,1
14409,Woodrising,1
14410,Woodside (NSW),1
14411,Woodsreef,1
14412,Woodstock (Cowra - NSW),1
14413,Woodstock (Inverell - NSW),1
14414,Woodstock (Shoalhaven - NSW),1
14415,Woodview,1
14416,Woodville (NSW),1
14417,Woody Head,1
14418,Woolbrook,1
14419,Woolgarlo,1
14420,Woolgoolga,1
14421,Wooli,1
14422,Woollahra,1
14423,Woollamia,1
14424,Woolloomooloo,1
14425,Woolners Arm,1
14426,Woolomin,1
14427,Woolooma,1
14428,Woolooware,1
14429,Wooloweyah,1
14430,Woolwich,1
14431,Woomargama,1
14432,Woombah,1
14433,Woongarrah,1
14434,Woonona,1
14435,Wootton,1
14436,Wooyung,1
14437,Worlds End (NSW),1
14438,Woronora,1
14439,Woronora Dam,1
14440,Woronora Heights,1
14441,Worrigee,1
14442,Worrowing Heights,1
14443,Woy Woy,1
14444,Woy Woy Bay,1
14445,Wrathall,1
14446,Wrights Beach,1
14447,Wrights Creek (NSW),1
14448,Wuuluman,1
14449,Wyalong,1
14450,Wyan,1
14451,Wyanbene,1
14452,Wyangala,1
14453,Wyangle,1
14454,Wybong,1
14455,Wybung,1
14456,Wyee,1
14457,Wyee Point,1
14458,Wylie Creek,1
14459,Wylies Flat,1
14460,Wymah,1
14461,Wyndham (NSW),1
14462,Wyneden,1
14463,Wyoming,1
14464,Wyong,1
14465,Wyong Creek,1
14466,Wyongah,1
14467,Wyrallah,1
14468,Yabbra,1
14469,Yadboro,1
14470,Yagon,1
14471,Yagoona,1
14472,Yalbraith,1
14473,Yallah,1
14474,Yallaroi,1
14475,Yalwal,1
14476,Yamba (NSW),1
14477,Yambulla,1
14478,Yanco,1
14479,Yanderra,1
14480,Yanga,1
14481,Yankees Creek,1
14482,Yannergee,1
14483,Yantabulla,1
14484,Yaouk,1
14485,Yarara,1
14486,Yarra,1
14487,Yarrabandai,1
14488,Yarrabin,1
14489,Yarragal,1
14490,Yarragrin,1
14491,Yarragundry,1
14492,Yarrahapinni,1
14493,Yarramalong,1
14494,Yarraman (NSW),1
14495,Yarramundi,1
14496,Yarranbella,1
14497,Yarrangobilly,1
14498,Yarras (Bathurst Regional - NSW),1
14499,Yarras (Port Macquarie-Hastings - NSW),1
14500,Yarratt Forest,1
14501,Yarravel,1
14502,Yarrawa,1
14503,Yarrawarrah,1
14504,Yarrawonga (NSW),1
14505,Yarrawonga Park,1
14506,Yarrie Lake,1
14507,Yarrow,1
14508,Yarrowford,1
14509,Yarrowitch,1
14510,Yarrowyck,1
14511,Yass,1
14512,Yass River,1
14513,Yathella,1
14514,Yattalunga (NSW),1
14515,Yatte Yattah,1
14516,Yaven Creek,1
14517,Yelgun,1
14518,Yellow Dam,1
14519,Yellow Pinch,1
14520,Yellow Rock (Blue Mountains - NSW),1
14521,Yellow Rock (Shellharbour - NSW),1
14522,Yenda (NSW),1
14523,Yengo National Park,1
14524,Yennora,1
14525,Yeoval,1
14526,Yerong Creek,1
14527,Yerranderie,1
14528,Yerrinbool,1
14529,Yerriyong,1
14530,Yessabah,1
14531,Yetholme,1
14532,Yetman,1
14533,Yippin Creek,1
14534,Yoogali,1
14535,Yorklea,1
14536,Young,1
14537,Yowie Bay,1
14538,Yowrie,1
14539,Yullundry,1
14540,Yuraygir,1
14541,Zara,1
14542,Zetland,1
19494,No usual address (NSW),1
19797,Migratory - Offshore - Shipping (NSW),1
20001,Abbeyard,2
20002,Abbotsford (Vic.),2
20003,Aberfeldie,2
20004,Aberfeldy,2
20005,Acheron,2
20006,Ada,2
20007,Adams Estate,2
20008,Addington,2
20009,Adelaide Lead,2
20010,Agnes,2
20011,Aintree,2
20012,Aire Valley,2
20013,Aireys Inlet,2
20014,Airly,2
20015,Airport West,2
20016,Albacutya,2
20017,Albanvale,2
20018,Albert Park (Vic.),2
20019,Alberton (Vic.),2
20020,Alberton West,2
20021,Albion (Vic.),2
20022,Alexandra (Vic.),2
20023,Alfredton,2
20024,Allambee,2
20025,Allambee Reserve,2
20026,Allambee South,2
20027,Allans Flat,2
20028,Allansford,2
20029,Allendale,2
20030,Allestree,2
20031,Alma (Vic.),2
20032,Almonds,2
20033,Almurta,2
20034,Alphington,2
20035,Altona (Vic.),2
20036,Altona Meadows,2
20037,Altona North,2
20038,Alvie,2
20039,Amherst,2
20040,Amor,2
20041,Amphitheatre,2
20042,Anakie,2
20043,Ancona,2
20044,Anderson,2
20045,Anglers Rest,2
20046,Anglesea,2
20047,Annuello,2
20048,Antwerp,2
20049,Apollo Bay (Vic.),2
20050,Appin (Vic.),2
20051,Appin South,2
20052,Apsley (Vic.),2
20053,Ararat,2
20054,Arawata,2
20055,Arbuckle,2
20056,Arcadia (Vic.),2
20057,Arcadia South,2
20058,Archdale,2
20059,Archdale Junction,2
20060,Archerton,2
20061,Archies Creek,2
20062,Ardeer,2
20063,Ardmona,2
20064,Areegra,2
20065,Argyle (Vic.),2
20066,Armadale (Vic.),2
20067,Armstrong,2
20068,Armstrong Creek (Vic.),2
20069,Arnold (Vic.),2
20070,Arnold West,2
20071,Arthurs Creek,2
20072,Arthurs Seat,2
20073,Ascot (Ballarat - Vic.),2
20074,Ascot (Greater Bendigo - Vic.),2
20075,Ascot Vale,2
20076,Ashbourne (Vic.),2
20077,Ashburton,2
20078,Ashwood,2
20079,Aspendale,2
20080,Aspendale Gardens,2
20081,Athlone,2
20082,Attwood,2
20083,Aubrey,2
20084,Auchmore,2
20085,Avalon,2
20086,Avenel,2
20087,Avoca (Vic.),2
20088,Avon Plains,2
20089,Avondale Heights,2
20090,Avonmore,2
20091,Avonsleigh,2
20092,Axe Creek,2
20093,Axedale,2
20094,Ayrford,2
20095,Bacchus Marsh,2
20096,Baddaginnie,2
20097,Badger Creek,2
20098,Bael Bael,2
20099,Bagshot,2
20100,Bagshot North,2
20101,Bahgallah,2
20102,Bailieston,2
20103,Bairnsdale,2
20104,Bakery Hill,2
20105,Balaclava (Vic.),2
20106,Bald Hills (Vic.),2
20107,Balintore,2
20108,Ballan,2
20109,Ballangeich,2
20110,Ballapur,2
20111,Ballarat Central,2
20112,Ballarat East,2
20113,Ballarat North,2
20114,Ballendella,2
20115,Balliang,2
20116,Balliang East,2
20117,Ballyrogan,2
20118,Balmattum,2
20119,Balmoral (Vic.),2
20120,Balnarring,2
20121,Balnarring Beach,2
20122,Balook,2
20123,Balwyn,2
20124,Balwyn North,2
20125,Bamawm,2
20126,Bamawm Extension,2
20127,Bambra,2
20128,Bamganie,2
20129,Bandiana,2
20130,Bangerang,2
20131,Bangholme,2
20132,Bannerton,2
20133,Bannockburn (Vic.),2
20134,Banyan,2
20135,Banyena,2
20136,Baranduda,2
20137,Barfold,2
20138,Baringhup,2
20139,Baringhup West,2
20140,Barjarg,2
20141,Barkers Creek,2
20142,Barkly (Vic.),2
20143,Barkstead,2
20144,Barmah,2
20145,Barnadown,2
20146,Barnawartha,2
20147,Barnawartha North,2
20148,Baromi,2
20149,Barongarook,2
20150,Barongarook West,2
20151,Barrabool,2
20152,Barrakee,2
20153,Barramunga,2
20154,Barraport,2
20155,Barraport West,2
20156,Barrys Reef,2
20157,Barunah Park,2
20158,Barunah Plains,2
20159,Barwidgee,2
20160,Barwite,2
20161,Barwon Downs,2
20162,Barwon Heads,2
20163,Basalt (Vic.),2
20164,Bass,2
20165,Batesford,2
20166,Bathumi,2
20167,Baw Baw (Vic.),2
20168,Baw Baw Village,2
20169,Baxter,2
20170,Bayindeen,2
20171,Bayles,2
20172,Baynton (Vic.),2
20173,Bayswater (Vic.),2
20174,Bayswater North,2
20175,Beaconsfield (Vic.),2
20176,Beaconsfield Upper,2
20177,Bealiba,2
20178,Bearii,2
20179,Bears Lagoon,2
20180,Beauchamp,2
20181,Beaufort (Vic.),2
20182,Beaumaris (Vic.),2
20183,Beazleys Bridge,2
20184,Beeac,2
20185,Beech Forest,2
20186,Beechworth,2
20187,Beenak,2
20188,Belgrave,2
20189,Belgrave Heights,2
20190,Belgrave South,2
20191,Bell Park,2
20192,Bell Post Hill,2
20193,Bellarine,2
20194,Bellbird Creek,2
20195,Bellbrae,2
20196,Bellbridge,2
20197,Bellellen,2
20198,Bellfield (Banyule - Vic.),2
20199,Bellfield (Northern Grampians - Vic.),2
20200,Bells Beach,2
20201,Belmont (Vic.),2
20202,Bemm River,2
20203,Bena,2
20204,Benalla,2
20205,Benambra,2
20206,Benayeo,2
20207,Bend Of Islands,2
20208,Bendigo,2
20209,Bendoc,2
20210,Bengworden,2
20211,Benjeroop,2
20212,Benloch,2
20213,Bennison,2
20214,Bentleigh,2
20215,Bentleigh East,2
20216,Benwerrin,2
20217,Beremboke,2
20218,Berrimal,2
20219,Berringa,2
20220,Berringama,2
20221,Berriwillock,2
20222,Berrybank,2
20223,Berrys Creek,2
20224,Berwick,2
20225,Bessiebelle,2
20226,Bet Bet,2
20227,Bete Bolong,2
20228,Bete Bolong North,2
20229,Bethanga,2
20230,Betley,2
20231,Beulah (Vic.),2
20232,Beverford,2
20233,Beveridge,2
20234,Big Desert,2
20235,Big Hill (Greater Bendigo - Vic.),2
20236,Big Hill (Surf Coast - Vic.),2
20237,Big Pats Creek,2
20238,Biggara,2
20239,Billabong,2
20240,Bimbourie,2
20241,Bindi,2
20242,Binginwarri,2
20243,Bingo Munjie,2
20244,Birchip,2
20245,Birchip West,2
20246,Birdwoodton,2
20247,Birregurra,2
20248,Bittern,2
20249,Black Hill (Vic.),2
20250,Black Range (Vic.),2
20251,Black Rock (Vic.),2
20252,Blackburn,2
20253,Blackburn North,2
20254,Blackburn South,2
20255,Blackwarry,2
20256,Blackwood (Vic.),2
20257,Blairgowrie,2
20258,Blakeville,2
20259,Blampied,2
20260,Blind Bight,2
20261,Blowhard,2
20262,Bo Peep,2
20263,Bobinawarrah,2
20264,Bochara,2
20265,Bogong,2
20266,Boho,2
20267,Boho South,2
20268,Boigbeat,2
20269,Boinka,2
20270,Boisdale,2
20271,Bolangum,2
20272,Bolinda,2
20273,Bolton,2
20274,Bolwarra (Vic.),2
20275,Bolwarrah,2
20276,Bona Vista,2
20277,Bonang,2
20278,Bonbeach,2
20279,Bonegilla,2
20280,Boneo,2
20281,Bonn,2
20282,Bonnie Brook,2
20283,Bonnie Doon (Vic.),2
20284,Bonshaw (Vic.),2
20285,Bookaar,2
20286,Boola,2
20287,Boolarong,2
20288,Boolarra,2
20289,Boolarra South,2
20290,Boole Poole,2
20291,Boolite,2
20292,Boomahnoomoonah,2
20293,Boonah (Vic.),2
20294,Boorcan,2
20295,Boorhaman,2
20296,Boorhaman East,2
20297,Boorhaman North,2
20298,Boorolite,2
20299,Boorool,2
20300,Boort,2
20301,Boosey,2
20302,Boralma,2
20303,Bornes Hill,2
20304,Boronia,2
20305,Borung,2
20306,Bostocks Creek,2
20307,Botanic Ridge,2
20308,Boundary Bend,2
20309,Bowenvale,2
20310,Boweya,2
20311,Boweya North,2
20312,Bowmans Forest,2
20313,Bowser,2
20314,Box Hill (Vic.),2
20315,Box Hill North,2
20316,Box Hill South,2
20317,Boxwood,2
20318,Bradford,2
20319,Bradvale,2
20320,Braeside,2
20321,Brandy Creek (Vic.),2
20322,Branxholme,2
20323,Bravington,2
20324,Braybrook,2
20325,Breakaway Creek,2
20326,Breakwater,2
20327,Breamlea,2
20328,Brenanah,2
20329,Brewster,2
20330,Briagolong,2
20331,Briar Hill,2
